datetime,day,hole,time,temperature,humidity,light,pH,EC,TDS,WaterTemp,LeafCount
2024-01-01 14:31:00,1,5,14:31:00,27.2,40,44630,6.7,665,332,26.5,4
2024-01-01 14:31:00,1,9,14:31:00,26.3,40,32580,6.7,681,348,31.1,4
2024-01-01 14:31:00,1,4,14:31:00,27.2,40,30520,6.7,668,334,26.5,3
2024-01-01 14:32:00,1,6,14:32:00,27.9,40,45430,6.7,668,334,26.5,4
2024-01-01 14:32:00,1,10,14:32:00,26.1,40,31900,6.7,673,340,31.1,3
2024-01-01 14:33:00,1,7,14:33:00,27.8,40,43230,6.7,650,335,26.5,4
2024-01-01 14:34:00,1,8,14:34:00,27.8,40,42820,6.7,668,334,26.5,4
2024-01-01 14:35:00,1,9,14:35:00,27.2,40,45370,6.7,668,334,26.5,4
2024-01-01 14:36:00,1,10,14:36:00,26.9,40,41200,6.7,667,338,26.5,4
2024-01-01 16:11:00,1,1,16:11:00,28.8,54,19010,6.8,664,332,29.1,4
2024-01-01 16:14:00,1,2,16:14:00,28.6,54,12840,6.8,655,327,29.1,3
2024-01-01 16:17:00,1,3,16:17:00,28.4,54,17110,6.8,665,332,29.1,3
2024-01-01 16:21:00,1,4,16:21:00,28.2,54,14440,6.8,664,332,29.1,3
2024-01-01 16:23:00,1,5,16:23:00,28.2,54,13280,6.8,659,329,29.1,4
2024-01-01 16:25:00,1,1,16:25:00,25.9,47,37620,7.1,678,334,28.9,4
2024-01-01 16:26:00,1,6,16:26:00,28.9,54,10220,6.8,664,332,29.1,4
2024-01-01 16:26:00,1,2,16:26:00,25.7,47,34500,7.1,677,340,28.9,3
2024-01-01 16:27:00,1,3,16:27:00,25.5,47,30980,7.1,673,340,28.9,3
2024-01-01 16:28:00,1,4,16:28:00,25.3,47,38780,7.1,677,338,28.9,3
2024-01-01 16:29:00,1,5,16:29:00,25.1,47,31480,7.1,682,341,28.9,4
2024-01-01 16:29:00,1,7,16:29:00,28.8,54,11370,6.8,660,330,29.1,4
2024-01-01 16:31:00,1,6,16:31:00,25.9,47,31870,7.1,682,341,28.9,4
2024-01-01 16:31:00,1,8,16:31:00,28.8,54,13970,6.8,652,326,29.1,4
2024-01-01 16:33:00,1,9,16:33:00,28.2,54,15780,6.8,656,328,29.1,4
2024-01-01 16:33:00,1,1,16:33:00,26.6,47,29010,6.8,650,335,26.4,4
2024-01-01 16:33:00,1,7,16:33:00,25.7,47,39930,7.1,673,340,28.9,4
2024-01-01 16:34:00,1,2,16:34:00,26.3,47,22840,6.8,664,332,26.4,3
2024-01-01 16:35:00,1,8,16:35:00,25.5,47,37080,7.1,677,338,28.9,4
2024-01-01 16:35:00,1,10,16:35:00,28.2,54,10990,6.8,660,330,29.1,4
2024-01-01 16:35:00,1,3,16:35:00,26.1,47,27110,6.8,655,327,26.4,3
2024-01-01 16:36:00,1,4,16:36:00,26.7,47,24440,6.8,665,332,26.4,3
2024-01-01 16:37:00,1,9,16:37:00,25.5,47,37330,7.1,681,348,28.9,4
2024-01-01 16:37:00,1,5,16:37:00,26.4,47,33280,6.8,664,332,26.4,4
2024-01-01 16:38:00,1,6,16:38:00,26.1,47,20220,6.8,659,329,26.4,4
2024-01-01 16:39:00,1,10,16:39:00,25.3,47,35430,7.1,673,340,28.9,4
2024-01-01 16:42:00,1,7,16:42:00,24.8,47,21370,6.8,664,332,26.4,4
2024-01-01 16:43:00,1,8,16:43:00,24.5,47,23970,6.8,652,326,26.4,4
2024-01-01 16:44:00,1,9,16:44:00,24.2,47,25780,6.8,649,324,26.4,4
2024-01-01 16:45:00,1,10,16:45:00,24.9,47,20990,6.8,664,332,26.4,4
2024-01-02 09:17:00,2,1,09:17:00,26.3,89,22300,6.9,642,320,26.5,4
2024-01-02 09:19:00,2,1,09:19:00,24.8,99,23200,6.9,642,320,26.5,4
2024-01-02 09:19:00,2,2,09:19:00,26.1,89,25490,6.9,645,322,26.5,3
2024-01-02 09:21:00,2,3,09:21:00,26.7,89,24470,6.9,645,322,26.5,3
2024-01-02 09:23:00,2,2,09:23:00,24.5,99,24590,6.9,645,322,26.5,3
2024-01-02 09:24:00,2,4,09:24:00,26.4,89,21820,6.9,642,321,26.5,3
2024-01-02 09:27:00,2,3,09:27:00,24.2,99,24760,6.9,645,322,26.5,3
2024-01-02 09:27:00,2,5,09:27:00,26.1,89,21450,6.9,645,322,26.5,4
2024-01-02 09:28:00,2,1,09:28:00,25.1,89,28330,6.7,686,343,26.8,4
2024-01-02 09:29:00,2,10,09:29:00,25.9,89,26210,6.7,686,350,26.8,3
2024-01-02 09:29:00,2,2,09:29:00,25.3,89,29231,6.7,686,343,26.8,3
2024-01-02 09:31:00,2,6,09:31:00,26.8,89,22710,6.9,645,322,26.5,4
2024-01-02 09:31:00,2,7,09:31:00,26.5,89,27610,6.9,646,328,26.5,4
2024-01-02 09:31:00,2,3,09:31:00,25.5,89,27850,6.7,686,343,26.8,3
2024-01-02 09:31:00,2,4,09:31:00,24.9,99,28210,6.9,642,321,26.5,3
2024-01-02 09:32:00,2,4,09:32:00,25.7,89,25030,6.7,678,334,26.8,3
2024-01-02 09:33:00,2,8,09:33:00,26.9,89,23850,6.9,645,322,26.5,4
2024-01-02 09:33:00,2,5,09:33:00,25.9,89,22280,6.7,686,343,26.8,4
2024-01-02 09:34:00,2,6,09:34:00,25.5,89,21060,6.7,686,343,26.8,3
2024-01-02 09:35:00,2,9,09:35:00,26.6,89,26920,6.9,645,322,26.5,4
2024-01-02 09:35:00,2,5,09:35:00,24.8,99,24510,6.9,645,322,26.5,4
2024-01-02 09:36:00,2,10,09:36:00,26.6,89,28080,6.9,647,323,26.5,4
2024-01-02 09:36:00,2,7,09:36:00,25.7,89,21910,6.7,681,348,26.8,3
2024-01-02 09:39:00,2,8,09:39:00,25.1,89,26400,6.7,686,343,26.8,4
2024-01-02 09:39:00,2,6,09:39:00,24.5,99,25120,6.9,645,322,26.5,3
2024-01-02 09:42:00,2,9,09:42:00,25.3,89,22280,6.7,681,348,26.8,4
2024-01-02 09:43:00,2,7,09:43:00,24.2,99,26710,6.9,646,328,26.5,3
2024-01-02 09:47:00,2,8,09:47:00,24.9,99,24380,6.9,645,322,26.5,4
2024-01-02 09:51:00,2,9,09:51:00,24.8,99,24620,6.9,645,322,26.5,4
2024-01-02 09:55:00,2,10,09:55:00,24.5,99,24180,6.9,647,323,26.5,3
2024-01-02 11:52:00,2,1,11:52:00,25.3,93,43600,7.1,677,340,27.5,4
2024-01-02 11:57:00,2,2,11:57:00,25.5,93,43900,7.1,677,338,27.5,3
2024-01-02 12:03:00,2,3,12:03:00,25.7,93,44200,7.1,678,334,27.5,3
2024-01-02 12:08:00,2,4,12:08:00,25.9,93,44500,7.1,677,338,27.5,3
2024-01-02 12:09:00,2,1,12:09:00,27.9,58,58310,6.8,677,340,27.5,4
2024-01-02 12:11:00,2,2,12:11:00,27.1,58,51900,6.8,677,338,27.5,3
2024-01-02 12:13:00,2,5,12:13:00,25.5,93,44800,7.1,673,340,27.5,4
2024-01-02 12:13:00,2,3,12:13:00,27.3,58,57110,6.8,678,334,27.5,3
2024-01-02 12:14:00,2,1,12:14:00,27.1,58,44180,6.9,677,340,27.8,4
2024-01-02 12:14:00,2,4,12:14:00,27.5,58,51940,6.8,677,338,27.5,3
2024-01-02 12:15:00,2,2,12:15:00,27.3,58,40520,6.9,677,338,27.8,3
2024-01-02 12:15:00,2,3,12:15:00,27.5,58,44630,6.9,678,334,27.8,3
2024-01-02 12:15:00,2,5,12:15:00,27.7,58,56410,6.8,673,340,27.5,4
2024-01-02 12:16:00,2,6,12:16:00,27.9,58,58520,6.8,673,336,27.5,4
2024-01-02 12:17:00,2,4,12:17:00,27.7,58,43730,6.9,677,338,27.8,3
2024-01-02 12:18:00,2,7,12:18:00,27.8,58,57500,6.8,677,340,27.5,4
2024-01-02 12:18:00,2,5,12:18:00,27.9,58,43300,6.9,673,340,27.8,4
2024-01-02 12:18:00,2,6,12:18:00,25.7,93,45100,7.1,673,336,27.5,3
2024-01-02 12:19:00,2,8,12:19:00,27.6,58,53730,6.8,677,338,27.5,4
2024-01-02 12:21:00,2,6,12:21:00,27.1,58,31690,6.9,673,336,27.8,3
2024-01-02 12:21:00,2,7,12:21:00,27.3,58,42660,6.9,677,340,27.8,3
2024-01-02 12:21:00,2,9,12:21:00,27.4,58,54990,6.8,673,340,27.5,4
2024-01-02 12:22:00,2,8,12:22:00,27.5,58,31070,6.9,677,338,27.8,4
2024-01-02 12:22:00,2,10,12:22:00,27.2,58,57730,6.8,677,338,27.5,4
2024-01-02 12:23:00,2,7,12:23:00,25.1,93,45400,7.1,677,340,27.5,3
2024-01-02 12:24:00,2,9,12:24:00,27.7,58,30510,6.9,673,340,27.8,4
2024-01-02 12:25:00,2,10,12:25:00,27.9,58,37250,6.9,677,338,27.8,3
2024-01-02 12:28:00,2,8,12:28:00,25.3,93,45700,7.1,677,338,27.5,4
2024-01-02 12:33:00,2,9,12:33:00,25.9,93,46000,7.1,673,340,27.5,4
2024-01-02 12:38:00,2,10,12:38:00,25.9,93,46300,7.1,677,338,27.5,3
2024-01-02 14:13:00,2,1,14:13:00,28.8,84,33790,7.2,686,350,31.1,4
2024-01-02 14:16:00,2,2,14:16:00,28.6,84,33590,7.2,673,340,31.1,3
2024-01-02 14:19:00,2,3,14:19:00,28.4,84,33390,7.2,681,348,31.1,3
2024-01-02 14:21:00,2,1,14:21:00,26.1,40,36490,6.7,686,350,31.1,4
2024-01-02 14:22:00,2,4,14:22:00,28.2,84,33190,7.2,668,334,31.1,3
2024-01-02 14:23:00,2,2,14:23:00,26.7,40,39590,6.7,673,340,31.1,3
2024-01-02 14:24:00,2,3,14:24:00,26.4,40,36500,6.7,681,348,31.1,3
2024-01-02 14:25:00,2,5,14:25:00,28.2,84,32990,7.2,673,340,31.1,4
2024-01-02 14:25:00,2,4,14:25:00,26.1,40,35070,6.7,668,334,31.1,3
2024-01-02 14:26:00,2,5,14:26:00,26.8,40,39970,6.7,673,340,31.1,4
2024-01-02 14:27:00,2,1,14:27:00,27.8,40,32280,6.7,664,332,26.5,4
2024-01-02 14:27:00,2,6,14:27:00,26.5,40,38840,6.7,686,350,31.1,4
2024-01-02 14:28:00,2,2,14:28:00,27.6,40,36210,6.7,665,332,26.5,3
2024-01-02 14:28:00,2,6,14:28:00,28.9,84,32790,7.2,686,350,31.1,3
2024-01-02 14:28:00,2,7,14:28:00,26.2,40,26390,6.7,673,340,31.1,4
2024-01-02 14:29:00,2,8,14:29:00,26.9,40,28620,6.7,677,338,31.1,4
2024-01-02 14:29:00,2,3,14:29:00,27.4,40,34180,6.7,668,334,26.5,3
2024-01-02 14:31:00,2,7,14:31:00,28.8,84,32590,7.2,673,340,31.1,3
2024-01-02 14:31:00,2,4,14:31:00,27.2,40,30520,6.7,668,334,26.5,3
2024-01-02 14:31:00,2,5,14:31:00,27.2,40,44630,6.7,665,332,26.5,4
2024-01-02 14:31:00,2,9,14:31:00,26.3,40,32580,6.7,681,348,31.1,4
2024-01-02 14:32:00,2,6,14:32:00,27.9,40,45430,6.7,668,334,26.5,3
2024-01-02 14:32:00,2,10,14:32:00,26.1,40,31900,6.7,673,340,31.1,4
2024-01-02 14:33:00,2,7,14:33:00,27.8,40,43230,6.7,650,335,26.5,3
2024-01-02 14:34:00,2,8,14:34:00,27.8,40,42820,6.7,668,334,26.5,4
2024-01-02 14:34:00,2,8,14:34:00,28.8,84,32390,7.2,677,338,31.1,4
2024-01-02 14:35:00,2,9,14:35:00,27.2,40,45370,6.7,668,334,26.5,4
2024-01-02 14:36:00,2,10,14:36:00,26.9,40,41200,6.7,667,338,26.5,3
2024-01-02 14:37:00,2,9,14:37:00,28.2,84,32190,7.2,681,348,31.1,4
2024-01-02 14:41:00,2,10,14:41:00,28.2,84,31990,7.2,673,340,31.1,3
2024-01-02 16:17:00,2,1,16:17:00,27.9,86,22240,6.9,678,334,28.9,4
2024-01-02 16:21:00,2,2,16:21:00,27.1,86,23450,6.9,677,340,28.9,3
2024-01-02 16:25:00,2,3,16:25:00,27.3,86,24660,6.9,673,340,28.9,3
2024-01-02 16:25:00,2,1,16:25:00,25.9,47,37620,7.1,678,334,28.9,4
2024-01-02 16:26:00,2,2,16:26:00,25.7,47,34500,7.1,677,340,28.9,3
2024-01-02 16:27:00,2,3,16:27:00,25.5,47,30980,7.1,673,340,28.9,3
2024-01-02 16:28:00,2,4,16:28:00,25.3,47,38780,7.1,677,338,28.9,3
2024-01-02 16:29:00,2,4,16:29:00,27.5,86,25870,6.9,677,338,28.9,3
2024-01-02 16:29:00,2,5,16:29:00,25.1,47,31480,7.1,682,341,28.9,4
2024-01-02 16:31:00,2,6,16:31:00,25.9,47,31870,7.1,682,341,28.9,4
2024-01-02 16:33:00,2,7,16:33:00,25.7,47,39930,7.1,673,340,28.9,4
2024-01-02 16:33:00,2,1,16:33:00,26.6,47,29010,6.8,650,335,26.4,4
2024-01-02 16:33:00,2,5,16:33:00,27.7,86,27080,6.9,682,341,28.9,4
2024-01-02 16:34:00,2,2,16:34:00,26.3,47,22840,6.8,664,332,26.4,3
2024-01-02 16:35:00,2,3,16:35:00,26.1,47,27110,6.8,655,327,26.4,3
2024-01-02 16:35:00,2,8,16:35:00,25.5,47,37080,7.1,677,338,28.9,4
2024-01-02 16:36:00,2,4,16:36:00,26.7,47,24440,6.8,665,332,26.4,3
2024-01-02 16:37:00,2,6,16:37:00,27.9,86,28290,6.9,682,341,28.9,4
2024-01-02 16:37:00,2,5,16:37:00,26.4,47,33280,6.8,664,332,26.4,4
2024-01-02 16:37:00,2,9,16:37:00,25.5,47,37330,7.1,681,348,28.9,4
2024-01-02 16:38:00,2,6,16:38:00,26.1,47,20220,6.8,659,329,26.4,4
2024-01-02 16:39:00,2,10,16:39:00,25.3,47,35430,7.1,673,340,28.9,4
2024-01-02 16:41:00,2,7,16:41:00,27.8,86,22860,6.9,673,340,28.9,4
2024-01-02 16:42:00,2,7,16:42:00,24.8,47,21370,6.8,664,332,26.4,4
2024-01-02 16:43:00,2,8,16:43:00,24.5,47,23970,6.8,652,326,26.4,4
2024-01-02 16:44:00,2,9,16:44:00,24.2,47,25780,6.8,649,324,26.4,4
2024-01-02 16:45:00,2,8,16:45:00,27.6,86,27430,6.9,677,338,28.9,4
2024-01-02 16:45:00,2,10,16:45:00,24.9,47,20990,6.8,664,332,26.4,4
2024-01-02 16:49:00,2,9,16:49:00,27.4,86,22000,6.9,681,348,28.9,4
2024-01-02 16:53:00,2,10,16:53:00,27.2,86,26570,6.9,673,340,28.9,4
2024-01-03 08:45:00,3,1,08:45:00,23.1,72,36180,6.8,644,322,24.7,4
2024-01-03 08:47:00,3,2,08:47:00,23.4,72,32510,6.8,652,326,24.7,3
2024-01-03 08:49:00,3,3,08:49:00,23.7,72,33430,6.8,654,327,24.7,3
2024-01-03 08:51:00,3,4,08:51:00,23.2,72,33100,6.8,648,324,24.7,3
2024-01-03 08:53:00,3,5,08:53:00,23.5,72,31140,6.8,644,322,24.7,4
2024-01-03 08:55:00,3,6,08:55:00,23.8,72,34770,6.8,645,322,24.7,4
2024-01-03 08:57:00,3,7,08:57:00,23.1,72,30900,6.8,652,326,24.7,4
2024-01-03 08:59:00,3,8,08:59:00,23.2,72,33220,6.8,648,324,24.7,4
2024-01-03 09:01:00,3,9,09:01:00,23.3,72,29940,6.8,643,321,24.7,4
2024-01-03 09:03:00,3,10,09:03:00,23.4,72,56850,6.8,642,321,24.7,4
2024-01-03 09:28:00,3,1,09:28:00,26.8,72,17820,6.9,677,340,26.1,4
2024-01-03 09:28:00,3,1,09:28:00,25.1,89,28330,6.7,686,343,26.8,4
2024-01-03 09:29:00,3,10,09:29:00,26.9,72,15850,6.9,677,338,26.1,4
2024-01-03 09:29:00,3,10,09:29:00,25.9,89,26210,6.7,686,350,26.8,4
2024-01-03 09:29:00,3,2,09:29:00,26.6,72,16490,6.9,677,338,26.1,4
2024-01-03 09:29:00,3,2,09:29:00,25.3,89,29231,6.7,686,343,26.8,4
2024-01-03 09:31:00,3,3,09:31:00,26.4,72,15160,6.9,678,334,26.1,3
2024-01-03 09:31:00,3,3,09:31:00,25.5,89,27850,6.7,686,343,26.8,3
2024-01-03 09:32:00,3,4,09:32:00,25.7,89,25030,6.7,678,334,26.8,3
2024-01-03 09:32:00,3,4,09:32:00,26.2,72,13830,6.9,677,338,26.1,3
2024-01-03 09:33:00,3,5,09:33:00,25.9,89,22280,6.7,686,343,26.8,3
2024-01-03 09:33:00,3,5,09:33:00,26.2,72,12500,6.9,673,340,26.1,3
2024-01-03 09:34:00,3,6,09:34:00,26.9,72,11170,6.9,673,336,26.1,4
2024-01-03 09:34:00,3,6,09:34:00,25.5,89,21060,6.7,686,343,26.8,4
2024-01-03 09:36:00,3,7,09:36:00,26.8,72,19840,6.9,677,340,26.1,3
2024-01-03 09:36:00,3,7,09:36:00,25.7,89,21910,6.7,681,348,26.8,3
2024-01-03 09:39:00,3,8,09:39:00,25.1,89,26400,6.7,686,343,26.8,3
2024-01-03 09:39:00,3,8,09:39:00,26.8,72,18510,6.9,677,338,26.1,3
2024-01-03 09:42:00,3,9,09:42:00,25.3,89,22280,6.7,681,348,26.8,4
2024-01-03 09:42:00,3,9,09:42:00,26.2,72,17180,6.9,673,340,26.1,4
2024-01-03 11:51:00,3,1,11:51:00,25.1,55,51070,7.1,652,326,27.5,4
2024-01-03 11:53:00,3,2,11:53:00,25.3,55,50510,7.1,656,328,27.5,3
2024-01-03 11:55:00,3,3,11:55:00,25.5,55,57250,7.1,660,330,27.5,3
2024-01-03 11:57:00,3,4,11:57:00,25.7,55,59010,7.1,642,320,27.5,3
2024-01-03 11:59:00,3,5,11:59:00,25.9,55,52840,7.1,645,322,27.5,4
2024-01-03 12:03:00,3,6,12:03:00,25.5,55,57110,7.1,645,322,27.5,4
2024-01-03 12:04:00,3,7,12:04:00,25.7,55,54440,7.1,642,321,27.5,4
2024-01-03 12:05:00,3,8,12:05:00,25.1,55,53280,7.1,645,322,27.5,4
2024-01-03 12:06:00,3,9,12:06:00,25.3,55,50220,7.1,645,322,27.5,4
2024-01-03 12:07:00,3,10,12:07:00,25.9,55,51370,7.1,646,328,27.5,4
2024-01-03 12:14:00,3,1,12:14:00,30.8,55,44630,7.1,652,326,30.4,3
2024-01-03 12:14:00,3,1,12:14:00,27.1,58,44180,6.9,677,340,27.8,3
2024-01-03 12:15:00,3,2,12:15:00,27.3,58,40520,6.9,677,338,27.8,4
2024-01-03 12:15:00,3,2,12:15:00,30.2,55,45510,7.1,656,328,30.4,4
2024-01-03 12:15:00,3,3,12:15:00,30.6,55,46390,7.1,660,330,30.4,3
2024-01-03 12:15:00,3,3,12:15:00,27.5,58,44630,6.9,678,334,27.8,3
2024-01-03 12:17:00,3,4,12:17:00,27.7,58,43730,6.9,677,338,27.8,3
2024-01-03 12:17:00,3,4,12:17:00,30.1,55,47270,7.1,642,320,30.4,3
2024-01-03 12:18:00,3,5,12:18:00,30.8,55,48150,7.1,645,322,30.4,3
2024-01-03 12:18:00,3,5,12:18:00,27.9,58,43300,6.9,673,340,27.8,3
2024-01-03 12:21:00,3,6,12:21:00,27.1,58,31690,6.9,673,336,27.8,4
2024-01-03 12:21:00,3,6,12:21:00,30.9,55,49030,7.1,645,322,30.4,4
2024-01-03 12:21:00,3,7,12:21:00,27.3,58,42660,6.9,677,340,27.8,3
2024-01-03 12:21:00,3,7,12:21:00,30.5,55,49910,7.1,642,321,30.4,3
2024-01-03 12:22:00,3,8,12:22:00,30.7,55,40790,7.1,645,322,30.4,3
2024-01-03 12:22:00,3,8,12:22:00,27.5,58,31070,6.9,677,338,27.8,3
2024-01-03 12:24:00,3,9,12:24:00,30.7,55,41670,7.1,645,322,30.4,4
2024-01-03 12:24:00,3,9,12:24:00,27.7,58,30510,6.9,673,340,27.8,4
2024-01-03 12:25:00,3,10,12:25:00,30.1,55,42550,7.1,646,328,30.4,4
2024-01-03 12:25:00,3,10,12:25:00,27.9,58,37250,6.9,677,338,27.8,4
2024-01-03 14:06:00,3,1,14:06:00,26.1,45,44180,6.9,682,341,31.3,4
2024-01-03 14:08:00,3,2,14:08:00,26.7,45,40520,6.9,673,340,31.3,3
