day,hole,time,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,LeafCount
1,4,16.29,25.7,54,55740,7.3,642,321,26.9,Selada,3
1,5,16.33,25.9,54,55050,7.3,645,322,26.9,Selada,3
1,6,16.37,25.5,54,54360,7.3,645,322,26.9,Selada,3
1,7,16.41,25.7,54,53670,7.3,646,328,26.9,Selada,3
1,8,16.45,25.1,54,52980,7.3,645,322,26.9,Selada,3
1,9,16.49,25.3,54,52290,7.3,645,322,26.9,Selada,3
1,10,16.53,25.9,54,51600,7.3,647,323,26.9,Selada,3
2,1,9.28,29.8,72,16210,7.0,644,322,23.9,Selada,3
2,2,9.29,29.6,72,15230,7.0,652,326,23.9,Selada,3
2,3,9.31,29.4,72,14250,7.0,654,327,23.9,Selada,3
2,4,9.32,29.2,72,13270,7.0,648,324,23.9,Selada,3
2,5,9.33,29.2,72,12290,7.0,644,322,23.9,Selada,4
2,6,9.34,29.9,72,11310,7.0,645,322,23.9,Selada,4
2,7,9.36,29.8,72,10330,7.0,652,326,23.9,Selada,3
2,8,9.39,29.8,72,19350,7.0,648,324,23.9,Selada,4
2,9,9.42,29.2,72,18370,7.0,643,321,23.9,Selada,3
2,10,9.29,29.2,72,17390,7.0,642,321,23.9,Selada,4
2,1,11.56,30.8,55,44630,7.1,652,326,27.4,Selada,3
2,2,11.58,30.2,55,45510,7.1,656,328,27.4,Selada,3
2,3,12.01,30.6,55,46390,7.1,660,330,27.4,Selada,3
2,4,12.03,30.1,55,47270,7.1,642,320,27.4,Selada,3
2,5,12.05,30.8,55,48150,7.1,645,322,27.4,Selada,4
2,6,12.07,30.9,55,49030,7.1,645,322,27.4,Selada,4
2,7,12.09,30.5,55,49910,7.1,642,321,27.4,Selada,3
2,8,12.11,30.7,55,40790,7.1,645,322,27.4,Selada,4
2,9,12.13,30.7,55,41670,7.1,645,322,27.4,Selada,3
2,10,12.15,30.1,55,42550,7.1,646,328,27.4,Selada,4
2,1,14.06,29.8,45,54130,7.0,682,341,27.5,Selada,3
2,2,14.09,29.6,45,55220,7.0,673,340,27.5,Selada,3
2,3,14.12,29.4,45,56310,7.0,677,338,27.5,Selada,3
2,4,14.15,29.2,45,57400,7.0,681,348,27.5,Selada,3
2,5,14.18,29.2,45,58490,7.0,673,340,27.5,Selada,4
2,6,14.21,29.9,45,59580,7.0,686,343,27.5,Selada,4
2,7,14.24,29.8,45,50670,7.0,686,343,27.5,Selada,3
2,8,14.27,29.8,45,51760,7.0,686,343,27.5,Selada,4
2,9,14.31,29.2,45,52850,7.0,678,334,27.5,Selada,3
2,10,14.33,29.2,45,53940,7.0,686,343,27.5,Selada,4
2,1,16.11,28.8,54,10900,6.9,664,332,26.8,Selada,3
2,2,16.14,28.6,54,14890,6.9,655,327,26.8,Selada,3
2,3,16.17,28.4,54,18880,6.9,665,332,26.8,Selada,3
2,4,16.21,28.2,54,12870,6.9,664,332,26.8,Selada,3
2,5,16.23,28.2,54,16860,6.9,659,329,26.8,Selada,4
2,6,16.26,28.9,54,10850,6.9,664,332,26.8,Selada,4
2,7,16.29,28.8,54,14840,6.9,660,330,26.8,Selada,3
2,8,16.31,28.8,54,18830,6.9,652,326,26.8,Selada,4
2,9,16.33,28.2,54,12820,6.9,656,328,26.8,Selada,3
2,10,16.35,28.2,54,16810,6.9,660,330,26.8,Selada,4
3,1,8.55,26.8,72,17820,7.0,677,340,26.1,Selada,3
3,2,8.57,26.6,72,16490,7.0,677,338,26.1,Selada,4
3,3,8.59,26.4,72,15160,7.0,678,334,26.1,Selada,3
3,4,9.02,26.2,72,13830,7.0,677,338,26.1,Selada,3
3,5,9.03,26.2,72,12500,7.0,673,340,26.1,Selada,4
3,6,9.04,26.9,72,11170,7.0,673,336,26.1,Selada,4
3,7,9.05,26.8,72,19840,7.0,677,340,26.1,Selada,3
3,8,9.06,26.8,72,18510,7.0,677,338,26.1,Selada,4
3,9,9.07,26.2,72,17180,7.0,673,340,26.1,Selada,4
3,10,9.08,26.9,72,15850,7.0,677,338,26.1,Selada,4
3,1,11.51,30.8,55,44630,7.1,652,326,27.4,Selada,3
3,2,11.53,30.2,55,45510,7.1,656,328,27.4,Selada,4
3,3,11.55,30.6,55,46390,7.1,660,330,27.4,Selada,3
3,4,11.57,30.1,55,47270,7.1,642,320,27.4,Selada,3
3,5,11.59,30.8,55,48150,7.1,645,322,27.4,Selada,4
3,6,12.03,30.9,55,49030,7.1,645,322,27.4,Selada,4
3,7,12.04,30.5,55,49910,7.1,642,321,27.4,Selada,3
3,8,12.05,30.7,55,40790,7.1,645,322,27.4,Selada,4
3,9,12.06,30.7,55,41670,7.1,645,322,27.4,Selada,4
3,10,12.07,30.1,55,42550,7.1,646,328,27.4,Selada,4
3,1,14.27,26.8,70,33730,7.2,667,338,27.0,Selada,3
3,2,14.28,26.6,70,36210,7.2,650,335,27.0,Selada,4
3,3,14.29,26.4,70,34180,7.2,664,332,27.0,Selada,3
3,4,14.31,26.2,70,30520,7.2,655,327,27.0,Selada,3
3,5,14.31,26.2,70,31070,7.2,665,332,27.0,Selada,4
3,6,14.32,26.9,70,30510,7.2,664,332,27.0,Selada,4
3,7,14.33,26.8,70,29950,7.2,659,329,27.0,Selada,3
3,8,14.34,26.8,70,29390,7.2,664,332,27.0,Selada,4
3,9,14.35,26.2,70,28830,7.2,652,326,27.0,Selada,4
3,10,14.36,26.9,70,28270,7.2,664,332,27.0,Selada,4
3,1,16.14,25.1,54,57810,7.3,642,320,27.5,Selada,3
3,2,16.16,25.3,54,57120,7.3,645,322,27.5,Selada,4
3,3,16.18,25.5,54,56430,7.3,645,322,27.5,Selada,3
3,4,16.21,25.7,54,55740,7.3,642,321,27.5,Selada,3
3,5,16.22,25.9,54,55050,7.3,645,322,27.5,Selada,4
3,6,16.24,25.5,54,54360,7.3,645,322,27.5,Selada,4
3,7,16.26,25.7,54,53670,7.3,646,328,27.5,Selada,3
3,8,16.28,25.1,54,52980,7.3,645,322,27.5,Selada,4
3,9,16.29,25.3,54,52290,7.3,645,322,27.5,Selada,4
3,10,16.32,25.9,54,51600,7.3,647,323,27.5,Selada,4
4,1,8.45,24.8,99,23200,6.8,642,320,26.5,Selada,3
4,2,8.47,24.5,99,24590,6.8,645,322,26.5,Selada,4
4,3,8.49,24.2,99,24760,6.8,645,322,26.5,Selada,3
4,4,8.51,24.9,99,28210,6.8,642,321,26.5,Selada,3
4,5,8.53,24.8,99,24510,6.8,645,322,26.5,Selada,4
4,6,8.55,24.5,99,25120,6.8,645,322,26.5,Selada,4
4,7,8.57,24.2,99,26710,6.8,646,328,26.5,Selada,3
4,8,8.59,24.9,99,24380,6.8,645,322,26.5,Selada,4
4,9,9.01,24.8,99,24620,6.8,645,322,26.5,Selada,4
4,10,9.03,24.5,99,24180,6.8,647,323,26.5,Selada,4
4,1,12.14,25.1,93,43600,7.1,677,340,27.5,Selada,3
4,2,12.15,25.3,93,43900,7.1,677,338,27.5,Selada,4
4,3,12.15,25.5,93,44200,7.1,678,334,27.5,Selada,3
4,4,12.17,25.7,93,44500,7.1,677,338,27.5,Selada,3
4,5,12.18,25.9,93,44800,7.1,673,340,27.5,Selada,4
4,6,12.21,25.5,93,45100,7.1,673,336,27.5,Selada,4
4,7,12.21,25.7,93,45400,7.1,677,340,27.5,Selada,3
4,8,12.22,25.1,93,45700,7.1,677,338,27.5,Selada,4
4,9,12.24,25.3,93,46000,7.1,673,340,27.5,Selada,4
4,10,12.25,25.9,93,46300,7.1,677,338,27.5,Selada,4
4,1,14.06,28.8,84,33790,7.2,686,350,28.1,Selada,3
4,2,14.08,28.6,84,33590,7.2,673,340,28.1,Selada,4
4,3,14.11,28.4,84,33390,7.2,681,348,28.1,Selada,3
4,4,14.12,28.2,84,33190,7.2,668,334,28.1,Selada,3
4,5,14.14,28.2,84,32990,7.2,673,340,28.1,Selada,4
4,6,14.16,28.9,84,32790,7.2,686,350,28.1,Selada,4
4,7,14.18,28.8,84,32590,7.2,673,340,28.1,Selada,3
4,8,14.21,28.8,84,32390,7.2,677,338,28.1,Selada,4
4,9,14.22,28.2,84,32190,7.2,681,348,28.1,Selada,4
4,10,14.24,28.2,84,31990,7.2,673,340,28.1,Selada,4
4,1,16.33,27.9,86,22240,7.0,678,334,28.9,Selada,3
4,2,16.34,27.1,86,23450,7.0,677,340,28.9,Selada,4
4,3,16.35,27.3,86,24660,7.0,673,340,28.9,Selada,3
4,4,16.36,27.5,86,25870,7.0,677,338,28.9,Selada,3
4,5,16.37,27.7,86,27080,7.0,682,341,28.9,Selada,4
4,6,16.38,27.9,86,28290,7.0,682,341,28.9,Selada,4
4,7,16.42,27.8,86,22860,7.0,673,340,28.9,Selada,3
4,8,16.43,27.6,86,27430,7.0,677,338,28.9,Selada,4
4,9,16.44,27.4,86,22000,7.0,681,348,28.9,Selada,4
4,10,16.45,27.2,86,26570,7.0,673,340,28.9,Selada,4
5,1,9.28,25.1,99,25030,6.9,680,339,23.1,Selada,4
5,2,9.29,25.3,99,21910,6.9,660,330,23.1,Selada,4
5,3,9.31,25.5,99,21060,6.9,652,326,23.1,Selada,3
5,4,9.32,25.7,99,28330,6.9,656,328,23.1,Selada,3
5,5,9.33,25.9,99,26400,6.9,660,330,23.1,Selada,4
5,6,9.34,25.5,99,22280,6.9,642,320,23.1,Selada,4
5,7,9.36,25.7,99,26210,6.9,645,322,23.1,Selada,3
5,8,9.39,25.1,99,22280,6.9,645,322,23.1,Selada,4
5,9,9.42,25.3,99,29231,6.9,642,321,23.1,Selada,4
5,10,9.29,25.9,99,27850,6.9,642,321,23.1,Selada,4
5,1,11.56,27.1,55,50020,7.1,678,334,25.1,Selada,4
5,2,11.58,27.3,55,51940,7.1,677,340,25.1,Selada,4
5,3,12.01,27.5,55,53860,7.1,673,340,25.1,Selada,3
5,4,12.03,27.7,55,55780,7.1,677,338,25.1,Selada,3
5,5,12.05,27.9,55,57700,7.1,682,341,25.1,Selada,4
5,6,12.07,27.1,55,59620,7.1,682,341,25.1,Selada,4
5,7,12.09,27.3,55,51540,7.1,673,340,25.1,Selada,3
5,8,12.11,27.5,55,53460,7.1,677,338,25.1,Selada,4
5,9,12.13,27.7,55,55380,7.1,681,348,25.1,Selada,4
5,10,12.15,27.9,55,57300,7.1,673,340,25.1,Selada,4
5,1,14.06,27.9,44,36580,7.0,686,350,26.6,Selada,4
5,2,14.09,27.1,44,39660,7.0,673,340,26.6,Selada,4
5,3,14.12,27.3,44,32740,7.0,681,348,26.6,Selada,3
5,4,14.15,27.5,44,35820,7.0,668,334,26.6,Selada,3
5,5,14.18,27.7,44,38900,7.0,673,340,26.6,Selada,4
5,6,14.21,27.9,44,31980,7.0,686,350,26.6,Selada,4
5,7,14.24,27.8,44,35060,7.0,673,340,26.6,Selada,3
5,8,14.27,27.6,44,38140,7.0,677,338,26.6,Selada,4
5,9,14.31,27.4,44,31220,7.0,681,348,26.6,Selada,4
5,10,14.33,27.2,44,34300,7.0,673,340,26.6,Selada,4
5,1,16.11,28.8,54,10900,7.0,664,332,26.9,Selada,4
5,2,16.14,28.6,54,14890,7.0,655,327,26.9,Selada,4
5,3,16.17,28.4,54,18880,7.0,665,332,26.9,Selada,3
5,4,16.21,28.2,54,12870,7.0,664,332,26.9,Selada,3
5,5,16.23,28.2,54,16860,7.0,659,329,26.9,Selada,4
5,6,16.26,28.9,54,10850,7.0,664,332,26.9,Selada,4
5,7,16.29,28.8,54,14840,7.0,660,330,26.9,Selada,3
5,8,16.31,28.8,54,18830,7.0,652,326,26.9,Selada,4
5,9,16.33,28.2,54,12820,7.0,656,328,26.9,Selada,4
5,10,16.35,28.2,54,16810,7.0,660,330,26.9,Selada,4
6,1,8.55,25.3,99,21910,6.9,660,330,26.1,Selada,4
6,2,8.57,25.3,99,21910,6.9,660,330,26.1,Selada,4
6,3,8.59,25.5,99,21060,6.9,652,326,26.1,Selada,3
6,4,9.02,25.7,99,28330,6.9,656,328,26.1,Selada,3
6,5,9.03,25.9,99,26400,6.9,660,330,26.1,Selada,4
6,6,9.04,25.5,99,22280,6.9,642,320,26.1,Selada,4
6,7,9.05,25.7,99,26210,6.9,645,322,26.1,Selada,3
6,8,9.06,25.1,99,22280,6.9,645,322,26.1,Selada,4
6,9,9.07,25.3,99,29231,6.9,642,321,26.1,Selada,4
6,10,9.08,25.9,99,27850,6.9,642,321,26.1,Selada,4
6,1,11.51,27.1,99,28440,6.8,656,328,27.5,Selada,4
6,2,11.53,27.3,99,27820,6.8,660,330,27.5,Selada,4
6,3,11.55,27.5,99,27200,6.8,642,320,27.5,Selada,3
6,4,11.57,27.7,99,26580,6.8,645,322,27.5,Selada,3
6,5,11.59,27.9,99,25960,6.8,645,322,27.5,Selada,4
6,6,12.03,27.1,99,25340,6.8,642,321,27.5,Selada,4
6,7,12.04,27.3,99,24720,6.8,645,322,27.5,Selada,3
6,8,12.05,27.5,99,24100,6.8,645,322,27.5,Selada,4
6,9,12.06,27.7,99,23480,6.8,646,328,27.5,Selada,4
6,10,12.07,27.9,99,22860,6.8,645,322,27.5,Selada,4
6,1,14.27,26.8,70,33730,7.0,667,338,27.1,Selada,4
6,2,14.28,26.6,70,36210,7.0,650,335,27.1,Selada,4
6,3,14.29,26.4,70,34180,7.0,664,332,27.1,Selada,3
6,4,14.31,26.2,70,30520,7.0,655,327,27.1,Selada,3
6,5,14.31,26.2,70,31070,7.0,665,332,27.1,Selada,4
6,6,14.32,26.9,70,30510,7.0,664,332,27.1,Selada,4
6,7,14.33,26.8,70,29950,7.0,659,329,27.1,Selada,3
6,8,14.34,26.8,70,29390,7.0,664,332,27.1,Selada,4
6,9,14.35,26.2,70,28830,7.0,652,326,27.1,Selada,4
6,10,14.36,26.9,70,28270,7.0,664,332,27.1,Selada,4
6,1,16.14,27.9,87,19010,7.1,665,332,28.9,Selada,4
6,2,16.16,27.1,87,12840,7.1,668,334,28.9,Selada,4
6,3,16.18,27.3,87,17110,7.1,668,334,28.9,Selada,3
6,4,16.21,27.5,87,11440,7.1,665,332,28.9,Selada,3
6,5,16.22,27.7,87,13280,7.1,668,334,28.9,Selada,4
6,6,16.24,27.9,87,10220,7.1,650,335,28.9,Selada,4
6,7,16.26,27.8,87,11370,7.1,668,334,28.9,Selada,3
6,8,16.28,27.6,87,11970,7.1,668,334,28.9,Selada,4
6,9,16.29,27.4,87,10780,7.1,649,324,28.9,Selada,4
6,10,16.32,27.2,87,10900,7.1,664,332,28.9,Selada,4
7,1,9.17,26.3,89,22300,6.9,642,320,26.5,Selada,4
7,2,9.19,26.1,89,25490,6.9,645,322,26.5,Selada,4
7,3,9.21,26.7,89,24470,6.9,645,322,26.5,Selada,4
7,4,9.24,26.4,89,21820,6.9,642,321,26.5,Selada,3
7,5,9.27,26.1,89,21450,6.9,645,322,26.5,Selada,4
7,6,9.31,26.8,89,22710,6.9,645,322,26.5,Selada,4
7,7,9.31,26.5,89,27610,6.9,646,328,26.5,Selada,4
7,8,9.33,26.9,89,23850,6.9,645,322,26.5,Selada,4
7,9,9.35,26.6,89,26920,6.9,645,322,26.5,Selada,4
7,10,9.36,26.6,89,28080,6.9,647,323,26.5,Selada,4
7,1,12.09,27.9,58,58310,6.8,677,340,27.5,Selada,4
7,2,12.11,27.1,58,51900,6.8,677,338,27.5,Selada,4
7,3,12.13,27.3,58,57110,6.8,678,334,27.5,Selada,4
7,4,12.14,27.5,58,51940,6.8,677,338,27.5,Selada,3
7,5,12.15,27.7,58,56410,6.8,673,340,27.5,Selada,4
7,6,12.16,27.9,58,58520,6.8,673,336,27.5,Selada,4
7,7,12.18,27.8,58,57500,6.8,677,340,27.5,Selada,4
7,8,12.19,27.6,58,53730,6.8,677,338,27.5,Selada,4
7,9,12.21,27.4,58,54990,6.8,673,340,27.5,Selada,4
7,10,12.22,27.2,58,57730,6.8,677,338,27.5,Selada,4
7,1,14.21,26.1,40,36490,6.7,686,350,28.2,Selada,4
7,2,14.23,26.7,40,39590,6.7,673,340,28.2,Selada,4
7,3,14.24,26.4,40,36500,6.7,681,348,28.2,Selada,4
7,4,14.25,26.1,40,35070,6.7,668,334,28.2,Selada,3
7,5,14.26,26.8,40,39970,6.7,673,340,28.2,Selada,4
7,6,14.27,26.5,40,38840,6.7,686,350,28.2,Selada,4
7,7,14.28,26.2,40,26390,6.7,673,340,28.2,Selada,4
7,8,14.29,26.9,40,28620,6.7,677,338,28.2,Selada,4
7,9,14.31,26.3,40,32580,6.7,681,348,28.2,Selada,4
7,10,14.32,26.1,40,31900,6.7,673,340,28.2,Selada,4
7,1,16.25,25.9,47,37620,7.1,678,334,28.9,Selada,4
7,2,16.26,25.7,47,34500,7.1,677,340,28.9,Selada,4
7,3,16.27,25.5,47,30980,7.1,673,340,28.9,Selada,4
7,4,16.28,25.3,47,38780,7.1,677,338,28.9,Selada,3
7,5,16.29,25.1,47,31480,7.1,682,341,28.9,Selada,4
7,6,16.31,25.9,47,31870,7.1,682,341,28.9,Selada,4
7,7,16.33,25.7,47,39930,7.1,673,340,28.9,Selada,4
7,8,16.35,25.5,47,37080,7.1,677,338,28.9,Selada,4
7,9,16.37,25.5,47,37330,7.1,681,348,28.9,Selada,4
7,10,16.39,25.3,47,35430,7.1,673,340,28.9,Selada,4
8,1,9.19,24.8,99,23200,6.9,642,320,26.5,Selada,4
8,2,9.23,24.5,99,24590,6.9,645,322,26.5,Selada,5
8,3,9.27,24.2,99,24760,6.9,645,322,26.5,Selada,4
8,4,9.31,24.9,99,28210,6.9,642,321,26.5,Selada,5
8,5,9.35,24.8,99,24510,6.9,645,322,26.5,Selada,4
8,6,9.39,24.5,99,25120,6.9,645,322,26.5,Selada,4
8,7,9.43,24.2,99,26710,6.9,646,328,26.5,Selada,5
8,8,9.47,24.9,99,24380,6.9,645,322,26.5,Selada,5
8,9,9.51,24.8,99,24620,6.9,645,322,26.5,Selada,4
8,10,9.55,24.5,99,24180,6.9,647,323,26.5,Selada,5
8,1,11.52,25.3,93,43600,7.1,677,340,27.5,Selada,4
8,2,11.57,25.5,93,43900,7.1,677,338,27.5,Selada,5
8,3,12.03,25.7,93,44200,7.1,678,334,27.5,Selada,4
8,4,12.08,25.9,93,44500,7.1,677,338,27.5,Selada,5
8,5,12.13,25.5,93,44800,7.1,673,340,27.5,Selada,4
8,6,12.18,25.7,93,45100,7.1,673,336,27.5,Selada,4
8,7,12.23,25.1,93,45400,7.1,677,340,27.5,Selada,5
8,8,12.28,25.3,93,45700,7.1,677,338,27.5,Selada,5
8,9,12.33,25.9,93,46000,7.1,673,340,27.5,Selada,4
8,10,12.38,25.9,93,46300,7.1,677,338,27.5,Selada,5
8,1,14.13,28.8,84,33790,7.2,686,350,30.1,Selada,4
8,2,14.16,28.6,84,33590,7.2,673,340,30.1,Selada,5
8,3,14.19,28.4,84,33390,7.2,681,348,30.1,Selada,4
8,4,14.22,28.2,84,33190,7.2,668,334,30.1,Selada,5
8,5,14.25,28.2,84,32990,7.2,673,340,30.1,Selada,4
8,6,14.28,28.9,84,32790,7.2,686,350,30.1,Selada,4
8,7,14.31,28.8,84,32590,7.2,673,340,30.1,Selada,5
8,8,14.34,28.8,84,32390,7.2,677,338,30.1,Selada,5
8,9,14.37,28.2,84,32190,7.2,681,348,30.1,Selada,4
8,10,14.41,28.2,84,31990,7.2,673,340,30.1,Selada,5
8,1,16.17,27.9,86,22240,6.9,678,334,28.9,Selada,4
8,2,16.21,27.1,86,23450,6.9,677,340,28.9,Selada,5
8,3,16.25,27.3,86,24660,6.9,673,340,28.9,Selada,4
8,4,16.29,27.5,86,25870,6.9,677,338,28.9,Selada,5
8,5,16.33,27.7,86,27080,6.9,682,341,28.9,Selada,4
8,6,16.37,27.9,86,28290,6.9,682,341,28.9,Selada,4
8,7,16.41,27.8,86,22860,6.9,673,340,28.9,Selada,5
8,8,16.45,27.6,86,27430,6.9,677,338,28.9,Selada,5
8,9,16.49,27.4,86,22000,6.9,681,348,28.9,Selada,4
8,10,16.53,27.2,86,26570,6.9,673,340,28.9,Selada,5
9,1,9.28,25.1,89,28330,6.7,686,343,26.8,Selada,4
9,2,9.29,25.3,89,29231,6.7,686,343,26.8,Selada,5
9,3,9.31,25.5,89,27850,6.7,686,343,26.8,Selada,4
9,4,9.32,25.7,89,25030,6.7,678,334,26.8,Selada,5
9,5,9.33,25.9,89,22280,6.7,686,343,26.8,Selada,4
9,6,9.34,25.5,89,21060,6.7,686,343,26.8,Selada,4
9,7,9.36,25.7,89,21910,6.7,681,348,26.8,Selada,5
9,8,9.39,25.1,89,26400,6.7,686,343,26.8,Selada,5
9,9,9.42,25.3,89,22280,6.7,681,348,26.8,Selada,4
9,10,9.29,25.9,89,26210,6.7,686,350,26.8,Selada,5
9,1,12.14,27.1,58,44180,6.9,677,340,27.8,Selada,4
9,2,12.15,27.3,58,40520,6.9,677,338,27.8,Selada,5
9,3,12.15,27.5,58,44630,6.9,678,334,27.8,Selada,4
9,4,12.17,27.7,58,43730,6.9,677,338,27.8,Selada,5
9,5,12.18,27.9,58,43300,6.9,673,340,27.8,Selada,4
9,6,12.21,27.1,58,31690,6.9,673,336,27.8,Selada,4
9,7,12.21,27.3,58,42660,6.9,677,340,27.8,Selada,5
9,8,12.22,27.5,58,31070,6.9,677,338,27.8,Selada,5
9,9,12.24,27.7,58,30510,6.9,673,340,27.8,Selada,4
9,10,12.25,27.9,58,37250,6.9,677,338,27.8,Selada,5
9,1,14.27,27.8,40,32280,6.7,664,332,26.5,Selada,4
9,2,14.28,27.6,40,36210,6.7,665,332,26.5,Selada,5
9,3,14.29,27.4,40,34180,6.7,668,334,26.5,Selada,4
9,4,14.31,27.2,40,30520,6.7,668,334,26.5,Selada,5
9,5,14.31,27.2,40,44630,6.7,665,332,26.5,Selada,4
9,6,14.32,27.9,40,45430,6.7,668,334,26.5,Selada,4
9,7,14.33,27.8,40,43230,6.7,650,335,26.5,Selada,5
9,8,14.34,27.8,40,42820,6.7,668,334,26.5,Selada,5
9,9,14.35,27.2,40,45370,6.7,668,334,26.5,Selada,4
9,10,14.36,26.9,40,41200,6.7,667,338,26.5,Selada,5
9,1,16.33,26.6,47,29010,6.8,650,335,26.4,Selada,4
9,2,16.34,26.3,47,22840,6.8,664,332,26.4,Selada,5
9,3,16.35,26.1,47,27110,6.8,655,327,26.4,Selada,4
9,4,16.36,26.7,47,24440,6.8,665,332,26.4,Selada,5
9,5,16.37,26.4,47,33280,6.8,664,332,26.4,Selada,4
9,6,16.38,26.1,47,20220,6.8,659,329,26.4,Selada,4
9,7,16.42,24.8,47,21370,6.8,664,332,26.4,Selada,5
9,8,16.43,24.5,47,23970,6.8,652,326,26.4,Selada,5
9,9,16.44,24.2,47,25780,6.8,649,324,26.4,Selada,4
9,10,16.45,24.9,47,20990,6.8,664,332,26.4,Selada,5
10,1,8.45,23.1,72,36180,6.8,644,322,24.7,Selada,5
10,2,8.47,23.4,72,32510,6.8,652,326,24.7,Selada,5
10,3,8.49,23.7,72,33430,6.8,654,327,24.7,Selada,4
10,4,8.51,23.2,72,33100,6.8,648,324,24.7,Selada,5
10,5,8.53,23.5,72,31140,6.8,644,322,24.7,Selada,4
10,6,8.55,23.8,72,34770,6.8,645,322,24.7,Selada,4
10,7,8.57,23.1,72,30900,6.8,652,326,24.7,Selada,5
10,8,8.59,23.2,72,33220,6.8,648,324,24.7,Selada,6
10,9,9.01,23.3,72,29940,6.8,643,321,24.7,Selada,5
10,10,9.03,23.4,72,56850,6.8,642,321,24.7,Selada,6
10,1,11.51,25.1,55,51070,7.1,652,326,27.5,Selada,5
10,2,11.53,25.3,55,50510,7.1,656,328,27.5,Selada,5
10,3,11.55,25.5,55,57250,7.1,660,330,27.5,Selada,4
10,4,11.57,25.7,55,59010,7.1,642,320,27.5,Selada,5
10,5,11.59,25.9,55,52840,7.1,645,322,27.5,Selada,4
10,6,12.03,25.5,55,57110,7.1,645,322,27.5,Selada,4
10,7,12.04,25.7,55,54440,7.1,642,321,27.5,Selada,5
10,8,12.05,25.1,55,53280,7.1,645,322,27.5,Selada,6
10,9,12.06,25.3,55,50220,7.1,645,322,27.5,Selada,5
10,10,12.07,25.9,55,51370,7.1,646,328,27.5,Selada,6
10,1,14.06,26.1,45,44180,6.9,682,341,28.3,Selada,5
10,2,14.08,26.7,45,40520,6.9,673,340,28.3,Selada,5
10,3,14.11,26.4,45,44630,6.9,677,338,28.3,Selada,4
10,4,14.12,26.1,45,43730,6.9,681,348,28.3,Selada,5
10,5,14.14,26.8,45,43300,6.9,673,340,28.3,Selada,4
10,6,14.16,26.5,45,31690,6.9,686,343,28.3,Selada,4
10,7,14.18,26.2,45,42660,6.9,686,343,28.3,Selada,5
10,8,14.21,26.9,45,31070,6.9,686,343,28.3,Selada,6
10,9,14.22,26.3,45,30510,6.9,678,334,28.3,Selada,5
10,10,14.24,26.1,45,37250,6.9,686,343,28.3,Selada,6
10,1,16.11,28.8,54,19010,6.8,664,332,29.1,Selada,5
10,2,16.14,28.6,54,12840,6.8,655,327,29.1,Selada,5
10,3,16.17,28.4,54,17110,6.8,665,332,29.1,Selada,4
10,4,16.21,28.2,54,14440,6.8,664,332,29.1,Selada,5
10,5,16.23,28.2,54,13280,6.8,659,329,29.1,Selada,4
10,6,16.26,28.9,54,10220,6.8,664,332,29.1,Selada,4
10,7,16.29,28.8,54,11370,6.8,660,330,29.1,Selada,5
