day,hole,time,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,LeafCount
3,4,11.57,30.1,55,47270,7.1,964,482,30.4,Selada,3
3,5,11.59,30.8,55,48150,7.1,967,483,30.4,Selada,4
3,1,12.03,30.9,55,49030,7.1,1386,696,30.4,Selada,4
3,2,12.04,30.5,55,49910,7.1,1389,694,30.4,Selada,4
3,3,12.05,30.7,55,40790,7.1,1389,694,30.4,Selada,3
3,4,12.06,30.7,55,41670,7.1,1388,694,30.4,Selada,3
3,5,12.07,30.1,55,42550,7.1,1392,693,30.4,Selada,4
3,1,14.27,26.8,70,33730,7.2,918,459,31.1,Selada,3
3,2,14.28,26.6,70,36210,7.2,918,459,31.1,Selada,3
3,3,14.29,26.4,70,34180,7.2,915,454,31.1,Selada,3
3,4,14.31,26.2,70,30520,7.2,915,457,31.1,Selada,3
3,5,14.31,26.2,70,31070,7.2,918,461,31.1,Selada,4
3,1,14.32,26.9,70,30510,7.2,1373,686,31.1,Selada,4
3,2,14.33,26.8,70,29950,7.2,1380,679,31.1,Selada,4
3,3,14.34,26.8,70,29390,7.2,1376,685,31.1,Selada,3
3,4,14.35,26.2,70,28830,7.2,1378,689,31.1,Selada,3
3,5,14.36,26.9,70,28270,7.2,1387,700,31.1,Selada,4
3,1,16.14,25.1,54,57810,7.3,987,499,29.1,Selada,3
3,2,16.16,25.3,54,57120,7.3,983,493,29.1,Selada,3
3,3,16.18,25.5,54,56430,7.3,984,492,29.1,Selada,3
3,4,16.21,25.7,54,55740,7.3,985,493,29.1,Selada,3
3,5,16.22,25.9,54,55050,7.3,986,493,29.1,Selada,4
3,1,16.24,25.5,54,54360,7.3,1395,697,29.1,Selada,4
3,2,16.26,25.7,54,53670,7.3,1394,697,29.1,Selada,4
3,3,16.28,25.1,54,52980,7.3,1360,732,29.1,Selada,3
3,4,16.29,25.3,54,52290,7.3,1387,648,29.1,Selada,3
3,5,16.32,25.9,54,51600,7.3,1389,700,29.1,Selada,4
4,1,8.45,24.8,99,23200,7.1,918,459,26.5,Selada,3
4,2,8.47,24.5,99,24590,7.1,918,459,26.5,Selada,3
4,3,8.49,24.2,99,24760,7.1,915,454,26.5,Selada,3
4,4,8.51,24.9,99,28210,7.1,915,457,26.5,Selada,3
4,5,8.53,24.8,99,24510,7.1,918,461,26.5,Selada,4
4,1,8.55,24.5,99,25120,7.1,1301,650,26.5,Selada,4
4,2,8.57,24.2,99,26710,7.1,1380,690,26.5,Selada,4
4,3,8.59,24.9,99,24380,7.1,1382,691,26.5,Selada,3
4,4,9.01,24.8,99,24620,7.1,1384,692,26.5,Selada,3
4,5,9.03,24.5,99,24180,7.1,1386,693,26.5,Selada,4
4,1,12.14,25.1,93,43600,7.2,926,483,27.5,Selada,3
4,2,12.15,25.3,93,43900,7.2,926,459,27.5,Selada,3
4,3,12.15,25.5,93,44200,7.2,921,464,27.5,Selada,3
4,4,12.17,25.7,93,44500,7.2,922,463,27.5,Selada,3
4,5,12.18,25.9,93,44800,7.2,929,464,27.5,Selada,4
4,1,12.21,25.5,93,45100,7.2,1358,674,27.5,Selada,4
4,2,12.21,25.7,93,45400,7.2,1364,682,27.5,Selada,4
4,3,12.22,25.1,93,45700,7.2,1307,653,27.5,Selada,3
4,4,12.24,25.3,93,46000,7.2,1373,686,27.5,Selada,3
4,5,12.25,25.9,93,46300,7.2,1356,678,27.5,Selada,4
4,1,14.06,28.8,84,33790,7.4,970,485,31.1,Selada,3
4,2,14.08,28.6,84,33590,7.4,967,482,31.1,Selada,3
4,3,14.11,28.4,84,33390,7.4,964,482,31.1,Selada,3
4,4,14.12,28.2,84,33190,7.4,967,483,31.1,Selada,3
4,5,14.14,28.2,84,32990,7.4,970,485,31.1,Selada,4
4,1,14.16,28.9,84,32790,7.4,1370,685,31.1,Selada,4
4,2,14.18,28.8,84,32590,7.4,1391,698,31.1,Selada,4
4,3,14.21,28.8,84,32390,7.4,1363,681,31.1,Selada,3
4,4,14.22,28.2,84,32190,7.4,1390,695,31.1,Selada,3
4,5,14.24,28.2,84,31990,7.4,1302,685,31.1,Selada,4
4,1,16.33,27.9,86,22240,7.3,953,463,28.9,Selada,3
4,2,16.34,27.1,86,23450,7.3,952,476,28.9,Selada,3
4,3,16.35,27.3,86,24660,7.3,952,459,28.9,Selada,3
4,4,16.36,27.5,86,25870,7.3,967,483,28.9,Selada,3
4,5,16.37,27.7,86,27080,7.3,952,478,28.9,Selada,4
4,1,16.38,27.9,86,28290,7.3,1391,698,28.9,Selada,4
4,2,16.42,27.8,86,22860,7.3,1357,678,28.9,Selada,4
4,3,16.43,27.6,86,27430,7.3,1395,697,28.9,Selada,3
4,4,16.44,27.4,86,22000,7.3,1368,677,28.9,Selada,3
4,5,16.45,27.2,86,26570,7.3,1341,671,28.9,Selada,4
5,1,9.28,25.1,89,25030,6.9,929,464,25.0,Selada,3
5,2,9.29,25.3,89,21910,6.9,922,476,25.0,Selada,3
5,3,9.31,25.5,89,21060,6.9,929,464,25.0,Selada,3
5,4,9.32,25.7,89,28330,6.9,921,461,25.0,Selada,3
5,5,9.33,25.9,89,26400,6.9,928,464,25.0,Selada,4
5,1,9.34,25.5,89,22280,6.9,1358,674,25.0,Selada,4
5,2,9.36,25.7,89,26210,6.9,1364,682,25.0,Selada,4
5,3,9.39,25.1,89,22280,6.9,1307,653,25.0,Selada,3
5,4,9.42,25.3,89,29231,6.9,1373,686,25.0,Selada,3
5,5,9.29,25.9,89,27850,6.9,1356,678,25.0,Selada,4
5,1,11.56,27.1,55,50020,6.8,970,485,31.5,Selada,3
5,2,11.58,27.3,55,51940,6.8,973,487,31.5,Selada,3
5,3,12.01,27.5,55,53860,6.8,976,488,31.5,Selada,3
5,4,12.03,27.7,55,55780,6.8,979,489,31.5,Selada,3
5,5,12.05,27.9,55,57700,6.8,982,491,31.5,Selada,4
5,1,12.07,27.1,55,59620,6.8,1391,698,31.5,Selada,4
5,2,12.09,27.3,55,51540,6.8,1357,678,31.5,Selada,4
5,3,12.11,27.5,55,53460,6.8,1395,697,31.5,Selada,3
5,4,12.13,27.7,55,55380,6.8,1368,677,31.5,Selada,3
5,5,12.15,27.9,55,57300,6.8,1341,671,31.5,Selada,4
5,1,14.06,27.9,44,36580,6.7,911,461,32.6,Selada,3
5,2,14.09,27.1,44,39660,6.7,918,459,32.6,Selada,3
5,3,14.12,27.3,44,32740,6.7,914,460,32.6,Selada,3
5,4,14.15,27.5,44,35820,6.7,915,455,32.6,Selada,3
5,5,14.18,27.7,44,38900,6.7,915,457,32.6,Selada,4
5,1,14.21,27.9,44,31980,6.7,1301,650,32.6,Selada,4
5,2,14.24,27.8,44,35060,6.7,1380,690,32.6,Selada,4
5,3,14.27,27.6,44,38140,6.7,1382,691,32.6,Selada,3
5,4,14.31,27.4,44,31220,6.7,1384,692,32.6,Selada,3
5,5,14.33,27.2,44,34300,6.7,1386,693,32.6,Selada,4
5,1,16.11,28.8,54,10900,7.1,987,494,30.5,Selada,3
5,2,16.14,28.6,54,14890,7.1,988,494,30.5,Selada,3
5,3,16.17,28.4,54,18880,7.1,989,495,30.5,Selada,3
5,4,16.21,28.2,54,12870,7.1,990,495,30.5,Selada,3
5,5,16.23,28.2,54,16860,7.1,991,496,30.5,Selada,4
5,1,16.26,28.9,54,10850,7.1,1395,697,30.5,Selada,4
5,2,16.29,28.8,54,14840,7.1,1394,697,30.5,Selada,4
5,3,16.31,28.8,54,18830,7.1,1360,732,30.5,Selada,3
5,4,16.33,28.2,54,12820,7.1,1387,648,30.5,Selada,3
5,5,16.35,28.2,54,16810,7.1,1389,700,30.5,Selada,4
6,1,8.55,25.3,95,21910,6.9,911,461,24.8,Selada,3
6,2,8.57,25.3,95,21910,6.9,918,459,24.8,Selada,3
6,3,8.59,25.5,95,21060,6.9,914,460,24.8,Selada,3
6,4,9.02,25.7,95,28330,6.9,915,455,24.8,Selada,3
6,5,9.03,25.9,95,26400,6.9,915,457,24.8,Selada,4
6,1,9.04,25.5,95,22280,6.9,1429,714,24.8,Selada,4
6,2,9.05,25.7,95,26210,6.9,1400,700,24.8,Selada,4
6,3,9.06,25.1,95,22280,6.9,1400,700,24.8,Selada,3
6,4,9.07,25.3,95,29231,6.9,1494,747,24.8,Selada,3
6,5,9.08,25.9,95,27850,6.9,1400,700,24.8,Selada,4
6,1,11.51,27.1,89,28440,7.1,922,476,27.5,Selada,3
6,2,11.53,27.3,89,27820,7.1,929,464,27.5,Selada,3
6,3,11.55,27.5,89,27200,7.1,921,461,27.5,Selada,3
6,4,11.57,27.7,89,26580,7.1,928,464,27.5,Selada,3
6,5,11.59,27.9,89,25960,7.1,922,461,27.5,Selada,4
6,1,12.03,27.1,89,25340,7.1,1431,715,27.5,Selada,4
6,2,12.04,27.3,89,24720,7.1,1436,718,27.5,Selada,4
6,3,12.05,27.5,89,24100,7.1,1439,719,27.5,Selada,3
6,4,12.06,27.7,89,23480,7.1,1457,728,27.5,Selada,3
6,5,12.07,27.9,89,22860,7.1,1451,725,27.5,Selada,4
6,1,14.27,26.8,70,33730,7.2,973,487,31.1,Selada,3
6,2,14.28,26.6,70,36210,7.2,976,488,31.1,Selada,3
6,3,14.29,26.4,70,34180,7.2,979,489,31.1,Selada,3
6,4,14.31,26.2,70,30520,7.2,982,491,31.1,Selada,3
6,5,14.31,26.2,70,31070,7.2,985,493,31.1,Selada,4
6,1,14.32,26.9,70,30510,7.2,1459,729,31.1,Selada,4
6,2,14.33,26.8,70,29950,7.2,1448,724,31.1,Selada,4
6,3,14.34,26.8,70,29390,7.2,1496,748,31.1,Selada,3
6,4,14.35,26.2,70,28830,7.2,1496,748,31.1,Selada,3
6,5,14.36,26.9,70,28270,7.2,1445,722,31.1,Selada,4
6,1,16.14,27.9,87,19010,6.9,954,494,28.9,Selada,3
6,2,16.16,27.1,87,12840,6.9,956,478,28.9,Selada,3
6,3,16.18,27.3,87,17110,6.9,958,479,28.9,Selada,3
6,4,16.21,27.5,87,11440,6.9,960,480,28.9,Selada,3
6,5,16.22,27.7,87,13280,6.9,962,481,28.9,Selada,4
6,1,16.24,27.9,87,10220,6.9,1429,714,28.9,Selada,4
6,2,16.26,27.8,87,11370,6.9,1400,700,28.9,Selada,4
6,3,16.28,27.6,87,11970,6.9,1400,700,28.9,Selada,3
6,4,16.29,27.4,87,10780,6.9,1494,747,28.9,Selada,3
6,5,16.32,27.2,87,10900,6.9,1400,700,28.9,Selada,4
7,1,9.17,26.3,89,22300,6.7,911,461,26.5,Selada,3
7,2,9.19,26.1,89,25490,6.7,918,459,26.5,Selada,3
7,3,9.21,26.7,89,24470,6.7,914,460,26.5,Selada,3
7,4,9.24,26.4,89,21820,6.7,915,455,26.5,Selada,3
7,5,9.27,26.1,89,21450,6.7,915,457,26.5,Selada,4
7,1,9.31,26.8,89,22710,6.7,1469,732,26.5,Selada,4
7,2,9.31,26.5,89,27610,6.7,1439,719,26.5,Selada,4
7,3,9.33,26.9,89,23850,6.7,1435,717,26.5,Selada,3
7,4,9.35,26.6,89,26920,6.7,1474,737,26.5,Selada,3
7,5,9.36,26.6,89,28080,6.7,1494,751,26.5,Selada,4
7,1,12.09,27.9,58,58310,6.9,922,476,27.5,Selada,3
7,2,12.11,27.1,58,51900,6.9,929,464,27.5,Selada,3
7,3,12.13,27.3,58,57110,6.9,921,461,27.5,Selada,3
7,4,12.14,27.5,58,51940,6.9,928,464,27.5,Selada,3
7,5,12.15,27.7,58,56410,6.9,922,461,27.5,Selada,4
7,1,12.16,27.9,58,58520,6.9,1431,715,27.5,Selada,4
7,2,12.18,27.8,58,57500,6.9,1436,718,27.5,Selada,4
7,3,12.19,27.6,58,53730,6.9,1439,719,27.5,Selada,3
7,4,12.21,27.4,58,54990,6.9,1457,728,27.5,Selada,3
7,5,12.22,27.2,58,57730,6.9,1451,725,27.5,Selada,4
7,1,14.21,26.1,40,36490,6.7,973,487,31.1,Selada,3
7,2,14.23,26.7,40,39590,6.7,976,488,31.1,Selada,3
7,3,14.24,26.4,40,36500,6.7,979,489,31.1,Selada,3
7,4,14.25,26.1,40,35070,6.7,982,491,31.1,Selada,3
7,5,14.26,26.8,40,39970,6.7,970,485,31.1,Selada,4
7,1,14.27,26.5,40,38840,6.7,1454,727,31.1,Selada,4
7,2,14.28,26.2,40,26390,6.7,1448,724,31.1,Selada,4
7,3,14.29,26.9,40,28620,6.7,1454,739,31.1,Selada,3
7,4,14.31,26.3,40,32580,6.7,1448,724,31.1,Selada,3
7,5,14.32,26.1,40,31900,6.7,1454,727,31.1,Selada,4
7,1,16.25,25.9,47,37620,6.8,954,494,28.9,Selada,3
7,2,16.26,25.7,47,34500,6.8,956,478,28.9,Selada,3
7,3,16.27,25.5,47,30980,6.8,958,479,28.9,Selada,3
7,4,16.28,25.3,47,38780,6.8,960,480,28.9,Selada,3
7,5,16.29,25.1,47,31480,6.8,985,493,28.9,Selada,4
7,1,16.31,25.9,47,31870,6.8,1459,729,28.9,Selada,4
7,2,16.33,25.7,47,39930,6.8,1448,724,28.9,Selada,4
7,3,16.35,25.5,47,37080,6.8,1496,748,28.9,Selada,3
7,4,16.37,25.5,47,37330,6.8,1496,748,28.9,Selada,3
7,5,16.39,25.3,47,35430,6.8,1445,722,28.9,Selada,4
8,1,9.19,24.8,96,23200,6.8,918,459,26.5,Selada,4
8,2,9.23,24.5,96,24590,6.8,918,459,26.5,Selada,5
8,3,9.27,24.2,96,24760,6.8,915,454,26.5,Selada,5
8,4,9.31,24.9,96,28210,6.8,915,457,26.5,Selada,4
8,5,9.35,24.8,96,24510,6.8,918,461,26.5,Selada,5
8,1,9.39,24.5,96,25120,6.8,1442,721,26.5,Selada,5
8,2,9.43,24.2,96,26710,6.8,1461,730,26.5,Selada,6
8,3,9.47,24.9,96,24380,6.8,1458,759,26.5,Selada,4
8,4,9.51,24.8,96,24620,6.8,1474,740,26.5,Selada,4
8,5,9.55,24.5,96,24180,6.8,1478,739,26.5,Selada,6
8,1,11.52,25.3,93,43600,7.1,926,483,27.5,Selada,4
8,2,11.57,25.5,93,43900,7.1,926,459,27.5,Selada,5
8,3,12.03,25.7,93,44200,7.1,921,464,27.5,Selada,5
8,4,12.08,25.9,93,44500,7.1,922,463,27.5,Selada,4
8,5,12.13,25.5,93,44800,7.1,929,464,27.5,Selada,5
8,1,12.18,25.7,93,45100,7.1,1469,732,27.5,Selada,5
8,2,12.23,25.1,93,45400,7.1,1439,719,27.5,Selada,6
8,3,12.28,25.3,93,45700,7.1,1435,717,27.5,Selada,4
8,4,12.33,25.9,93,46000,7.1,1474,737,27.5,Selada,4
8,5,12.38,25.9,93,46300,7.1,1494,751,27.5,Selada,6
8,1,14.13,28.8,84,33790,7.0,970,485,29.1,Selada,4
8,2,14.16,28.6,84,33590,7.0,967,482,29.1,Selada,5
8,3,14.19,28.4,84,33390,7.0,964,482,29.1,Selada,5
8,4,14.22,28.2,84,33190,7.0,967,483,29.1,Selada,4
8,5,14.25,28.2,84,32990,7.0,970,485,29.1,Selada,5
8,1,14.28,28.9,84,32790,7.0,1484,742,29.1,Selada,5
8,2,14.31,28.8,84,32590,7.0,1484,742,29.1,Selada,6
8,3,14.34,28.8,84,32390,7.0,1478,756,29.1,Selada,4
8,4,14.37,28.2,84,32190,7.0,1454,727,29.1,Selada,4
8,5,14.41,28.2,84,31990,7.0,1430,715,29.1,Selada,6
8,1,16.17,27.9,72,22240,7.1,953,463,28.9,Selada,4
8,2,16.21,27.1,72,23450,7.1,952,476,28.9,Selada,5
8,3,16.25,27.3,72,24660,7.1,952,459,28.9,Selada,5
8,4,16.29,27.5,72,25870,7.1,967,483,28.9,Selada,4
8,5,16.33,27.7,72,27080,7.1,952,478,28.9,Selada,5
8,1,16.37,27.9,72,28290,7.1,1454,727,28.9,Selada,5
8,2,16.41,27.8,72,22860,7.1,1448,724,28.9,Selada,6
8,3,16.45,27.6,72,27430,7.1,1454,739,28.9,Selada,4
8,4,16.49,27.4,72,22000,7.1,1448,724,28.9,Selada,4
8,5,16.53,27.2,72,26570,7.1,1454,727,28.9,Selada,6
9,1,9.28,25.1,89,28330,7.3,987,499,26.8,Selada,4
9,2,9.29,25.3,89,29231,7.3,983,493,26.8,Selada,5
9,3,9.31,25.5,89,27850,7.3,984,492,26.8,Selada,5
9,4,9.32,25.7,89,25030,7.3,985,493,26.8,Selada,4
9,5,9.33,25.9,89,22280,7.3,986,493,26.8,Selada,5
9,1,9.34,25.5,89,21060,7.3,1494,749,26.8,Selada,5
9,2,9.36,25.7,89,21910,7.3,1470,749,26.8,Selada,6
9,3,9.39,25.1,89,26400,7.3,1480,752,26.8,Selada,4
9,4,9.42,25.3,89,22280,7.3,1494,749,26.8,Selada,4
9,5,9.29,25.9,89,26210,7.3,1454,722,26.8,Selada,6
9,1,12.14,27.1,58,44180,7.5,976,490,27.8,Selada,4
9,2,12.15,27.3,58,40520,7.5,972,486,27.8,Selada,5
9,3,12.15,27.5,58,44630,7.5,976,488,27.8,Selada,5
9,4,12.17,27.7,58,43730,7.5,972,486,27.8,Selada,4
9,5,12.18,27.9,58,43300,7.5,976,488,27.8,Selada,5
9,1,12.21,27.1,58,31690,7.5,1442,721,27.8,Selada,5
9,2,12.21,27.3,58,42660,7.5,1461,730,27.8,Selada,6
9,3,12.22,27.5,58,31070,7.5,1458,759,27.8,Selada,4
9,4,12.24,27.7,58,30510,7.5,1474,740,27.8,Selada,4
9,5,12.25,27.9,58,37250,7.5,1478,739,27.8,Selada,6
9,1,14.27,27.8,40,32280,7.2,960,480,26.5,Selada,4
9,2,14.28,27.6,40,36210,7.2,964,483,26.5,Selada,5
9,3,14.29,27.4,40,34180,7.2,966,483,26.5,Selada,5
9,4,14.31,27.2,40,30520,7.2,968,484,26.5,Selada,4
9,5,14.31,27.2,40,44630,7.2,970,485,26.5,Selada,5
9,1,14.32,27.9,40,45430,7.2,1484,742,26.5,Selada,5
9,2,14.33,27.8,40,43230,7.2,1484,742,26.5,Selada,6
9,3,14.34,27.8,40,42820,7.2,1478,756,26.5,Selada,4
9,4,14.35,27.2,40,45370,7.2,1454,727,26.5,Selada,4
9,5,14.36,26.9,40,41200,7.2,1430,715,26.5,Selada,6
9,1,16.33,26.6,47,29010,7.1,908,454,26.4,Selada,4
9,2,16.34,26.3,47,22840,7.1,905,462,26.4,Selada,5
9,3,16.35,26.1,47,27110,7.1,900,450,26.4,Selada,5
9,4,16.36,26.7,47,24440,7.1,900,449,26.4,Selada,4
9,5,16.37,26.4,47,33280,7.1,900,449,26.4,Selada,5
9,1,16.38,26.1,47,20220,7.1,1494,749,26.4,Selada,5
9,2,16.42,24.8,47,21370,7.1,1470,749,26.4,Selada,6
9,3,16.43,24.5,47,23970,7.1,1480,752,26.4,Selada,4
9,4,16.44,24.2,47,25780,7.1,1494,749,26.4,Selada,4
9,5,16.45,24.9,47,20990,7.1,1454,722,26.4,Selada,6
10,1,8.45,23.1,72,36180,6.8,987,494,24.7,Selada,4
10,2,8.47,23.4,72,32510,6.8,988,494,24.7,Selada,5
10,3,8.49,23.7,72,33430,6.8,989,495,24.7,Selada,5
10,4,8.51,23.2,72,33100,6.8,990,495,24.7,Selada,4
10,5,8.53,23.5,72,31140,6.8,991,496,24.7,Selada,5
10,1,8.55,23.8,72,34770,6.8,1511,755,24.7,Selada,5
10,2,8.57,23.1,72,30900,6.8,1508,757,24.7,Selada,6
10,3,8.59,23.2,72,33220,6.8,1519,779,24.7,Selada,4
10,4,9.01,23.3,72,29940,6.8,1519,775,24.7,Selada,4
10,5,9.03,23.4,72,56850,6.8,1522,761,24.7,Selada,6
10,1,11.51,25.1,55,51070,6.9,980,490,27.5,Selada,4
10,2,11.53,25.3,55,50510,6.9,984,491,27.5,Selada,5
10,3,11.55,25.5,55,57250,6.9,988,494,27.5,Selada,5
10,4,11.57,25.7,55,59010,6.9,992,496,27.5,Selada,4
10,5,11.59,25.9,55,52840,6.9,996,493,27.5,Selada,5
10,1,12.03,25.5,55,57110,6.9,1504,737,27.5,Selada,5
10,2,12.04,25.7,55,54440,6.9,1522,761,27.5,Selada,6
10,3,12.05,25.1,55,53280,6.9,1515,757,27.5,Selada,4
10,4,12.06,25.3,55,50220,6.9,1529,764,27.5,Selada,4
10,5,12.07,25.9,55,51370,6.9,1537,768,27.5,Selada,6
10,1,14.06,26.1,45,44180,6.8,972,486,31.3,Selada,4
10,2,14.08,26.7,45,40520,6.8,974,487,31.3,Selada,5
10,3,14.11,26.4,45,44630,6.8,976,488,31.3,Selada,5
10,4,14.12,26.1,45,43730,6.8,978,489,31.3,Selada,4
10,5,14.14,26.8,45,43300,6.8,977,488,31.3,Selada,5
10,1,14.16,26.5,45,31690,6.8,1538,769,31.3,Selada,5
10,2,14.18,26.2,45,42660,6.8,1532,766,31.3,Selada,6
10,3,14.21,26.9,45,31070,6.8,1521,760,31.3,Selada,4
10,4,14.22,26.3,45,30510,6.8,1532,766,31.3,Selada,4
10,5,14.24,26.1,45,37250,6.8,1511,755,31.3,Selada,6
10,1,16.11,28.8,54,19010,6.9,904,452,29.1,Selada,4
